,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
127,Norte,RO,,11,,,,2022-07-01,26,1777225.0,418147,1039,7247,1,,,
128,Norte,RO,,11,,,,2022-07-02,26,1777225.0,418610,463,7249,2,,,
129,Norte,RO,,11,,,,2022-07-03,27,1777225.0,419461,851,7250,1,,,
130,Norte,RO,,11,,,,2022-07-04,27,1777225.0,420323,862,7251,1,,,
131,Norte,RO,,11,,,,2022-07-05,27,1777225.0,421029,706,7251,0,,,
132,Norte,RO,,11,,,,2022-07-06,27,1777225.0,422780,1751,7253,2,,,
133,Norte,RO,,11,,,,2022-07-07,27,1777225.0,424749,1969,7255,2,,,
134,Norte,RO,,11,,,,2022-07-08,27,1777225.0,426477,1728,7257,2,,,
135,Norte,RO,,11,,,,2022-07-09,27,1777225.0,427228,751,7258,1,,,
136,Norte,RO,,11,,,,2022-07-10,28,1777225.0,427458,230,7259,1,,,
137,Norte,RO,,11,,,,2022-07-11,28,1777225.0,428063,605,7262,3,,,
138,Norte,RO,,11,,,,2022-07-12,28,1777225.0,429208,1145,7264,2,,,
139,Norte,RO,,11,,,,2022-07-13,28,1777225.0,430449,1241,7266,2,,,
140,Norte,RO,,11,,,,2022-07-14,28,1777225.0,431806,1357,7268,2,,,
141,Norte,RO,,11,,,,2022-07-15,28,1777225.0,432931,1125,7273,5,,,
142,Norte,RO,,11,,,,2022-07-16,28,1777225.0,433476,545,7273,0,,,
143,Norte,RO,,11,,,,2022-07-17,29,1777225.0,433789,313,7273,0,,,
144,Norte,RO,,11,,,,2022-07-18,29,1777225.0,434713,924,7276,3,,,
145,Norte,RO,,11,,,,2022-07-19,29,1777225.0,436546,1833,7278,2,,,
146,Norte,RO,,11,,,,2022-07-20,29,1777225.0,437550,1004,7280,2,,,
147,Norte,RO,,11,,,,2022-07-21,29,1777225.0,437550,0,7280,0,,,
148,Norte,RO,,11,,,,2022-07-22,29,1777225.0,439696,2146,7284,4,,,
149,Norte,RO,,11,,,,2022-07-23,29,1777225.0,440224,528,7286,2,,,
150,Norte,RO,,11,,,,2022-07-24,30,1777225.0,440310,86,7287,1,,,
151,Norte,RO,,11,,,,2022-07-25,30,1777225.0,440996,686,7291,4,,,
152,Norte,RO,,11,,,,2022-07-26,30,1777225.0,441730,734,7292,1,,,
153,Norte,RO,,11,,,,2022-07-27,30,1777225.0,442378,648,7293,1,,,
154,Norte,RO,,11,,,,2022-07-28,30,1777225.0,443074,696,7295,2,,,
155,Norte,RO,,11,,,,2022-07-29,30,1777225.0,443613,539,7299,4,,,
156,Norte,RO,,11,,,,2022-07-30,30,1777225.0,443809,196,7301,2,,,
157,Norte,RO,,11,,,,2022-07-31,31,1777225.0,443865,56,7301,0,,,
158,Norte,RO,,11,,,,2022-08-01,31,1777225.0,444416,551,7302,1,,,
159,Norte,RO,,11,,,,2022-08-02,31,1777225.0,445512,1096,7313,11,,,
160,Norte,RO,,11,,,,2022-08-03,31,1777225.0,446440,928,7318,5,,,
161,Norte,RO,,11,,,,2022-08-04,31,1777225.0,447215,775,7320,2,,,
162,Norte,RO,,11,,,,2022-08-05,31,1777225.0,447922,707,7324,4,,,
163,Norte,RO,,11,,,,2022-08-06,31,1777225.0,448143,221,7324,0,,,
164,Norte,RO,,11,,,,2022-08-07,32,1777225.0,448234,91,7324,0,,,
165,Norte,RO,,11,,,,2022-08-08,32,1777225.0,448556,322,7326,2,,,
166,Norte,RO,,11,,,,2022-08-09,32,1777225.0,449330,774,7327,1,,,
167,Norte,RO,,11,,,,2022-08-10,32,1777225.0,449637,307,7327,0,,,
168,Norte,RO,,11,,,,2022-08-11,32,1777225.0,449967,330,7331,4,,,
169,Norte,RO,,11,,,,2022-08-12,32,1777225.0,450436,469,7335,4,,,
170,Norte,RO,,11,,,,2022-08-13,32,1777225.0,450592,156,7337,2,,,
171,Norte,RO,,11,,,,2022-08-14,33,1777225.0,450639,47,7338,1,,,
172,Norte,RO,,11,,,,2022-08-15,33,1777225.0,450891,252,7340,2,,,
173,Norte,RO,,11,,,,2022-08-16,33,1777225.0,451319,428,7340,0,,,
174,Norte,RO,,11,,,,2022-08-17,33,1777225.0,451771,452,7340,0,,,
175,Norte,RO,,11,,,,2022-08-18,33,1777225.0,452369,598,7341,1,,,
176,Norte,RO,,11,,,,2022-08-19,33,1777225.0,452750,381,7342,1,,,
177,Norte,RO,,11,,,,2022-08-20,33,1777225.0,453033,283,7342,0,,,
178,Norte,RO,,11,,,,2022-08-21,34,1777225.0,453093,60,7343,1,,,
179,Norte,RO,,11,,,,2022-08-22,34,1777225.0,453363,270,7343,0,,,
180,Norte,RO,,11,,,,2022-08-23,34,1777225.0,453601,238,7347,4,,,
181,Norte,RO,,11,,,,2022-08-24,34,1777225.0,453893,292,7346,-1,,,
182,Norte,RO,,11,,,,2022-08-25,34,1777225.0,454049,156,7345,-1,,,
183,Norte,RO,,11,,,,2022-08-26,34,1777225.0,454283,234,7346,1,,,
184,Norte,RO,,11,,,,2022-08-27,34,1777225.0,454359,76,7346,0,,,
185,Norte,RO,,11,,,,2022-08-28,35,1777225.0,454380,21,7346,0,,,
186,Norte,RO,,11,,,,2022-08-29,35,1777225.0,454432,52,7348,2,,,
187,Norte,RO,,11,,,,2022-08-30,35,1777225.0,454515,83,7350,2,,,
188,Norte,RO,,11,,,,2022-08-31,35,1777225.0,454626,111,7351,1,,,
189,Norte,RO,,11,,,,2022-09-01,35,1777225.0,454722,96,7353,2,,,
190,Norte,RO,,11,,,,2022-09-02,35,1777225.0,454841,119,7353,0,,,
191,Norte,RO,,11,,,,2022-09-03,35,1777225.0,454886,45,7353,0,,,
192,Norte,RO,,11,,,,2022-09-04,36,1777225.0,454896,10,7353,0,,,
193,Norte,RO,,11,,,,2022-09-05,36,1777225.0,454953,57,7353,0,,,
194,Norte,RO,,11,,,,2022-09-06,36,1777225.0,455061,108,7353,0,,,
195,Norte,RO,,11,,,,2022-09-07,36,1777225.0,455105,44,7353,0,,,
196,Norte,RO,,11,,,,2022-09-08,36,1777225.0,455134,29,7353,0,,,
197,Norte,RO,,11,,,,2022-09-09,36,1777225.0,455188,54,7354,1,,,
198,Norte,RO,,11,,,,2022-09-10,36,1777225.0,455269,81,7353,-1,,,
199,Norte,RO,,11,,,,2022-09-11,37,1777225.0,455276,7,7353,0,,,
200,Norte,RO,,11,,,,2022-09-12,37,1777225.0,455312,36,7353,0,,,
201,Norte,RO,,11,,,,2022-09-13,37,1777225.0,455509,197,7353,0,,,
202,Norte,RO,,11,,,,2022-09-14,37,1777225.0,455628,119,7353,0,,,
203,Norte,RO,,11,,,,2022-09-15,37,1777225.0,455770,142,7353,0,,,
204,Norte,RO,,11,,,,2022-09-16,37,1777225.0,455797,27,7353,0,,,
205,Norte,RO,,11,,,,2022-09-17,37,1777225.0,455880,83,7356,3,,,
206,Norte,RO,,11,,,,2022-09-18,38,1777225.0,455888,8,7356,0,,,
207,Norte,RO,,11,,,,2022-09-19,38,1777225.0,455942,54,7356,0,,,
208,Norte,RO,,11,,,,2022-09-20,38,1777225.0,456035,93,7356,0,,,
209,Norte,RO,,11,,,,2022-09-21,38,1777225.0,456167,132,7356,0,,,
210,Norte,RO,,11,,,,2022-09-22,38,1777225.0,456225,58,7357,1,,,
211,Norte,RO,,11,,,,2022-09-23,38,1777225.0,456292,67,7359,2,,,
212,Norte,RO,,11,,,,2022-09-24,38,1777225.0,456375,83,7355,-4,,,
213,Norte,RO,,11,,,,2022-09-25,39,1777225.0,456375,0,7355,0,,,
214,Norte,RO,,11,,,,2022-09-26,39,1777225.0,456375,0,7355,0,,,
215,Norte,RO,,11,,,,2022-09-27,39,1777225.0,456427,52,7355,0,,,
216,Norte,RO,,11,,,,2022-09-28,39,1777225.0,456427,0,7355,0,,,
217,Norte,RO,,11,,,,2022-09-29,39,1777225.0,456537,110,7358,3,,,
218,Norte,RO,,11,,,,2022-09-30,39,1777225.0,456737,200,7358,0,,,
219,Norte,RO,,11,,,,2022-10-01,39,1777225.0,456764,27,7358,0,,,
220,Norte,RO,,11,,,,2022-10-02,40,1777225.0,456765,1,7358,0,,,
221,Norte,RO,,11,,,,2022-10-03,40,1777225.0,456842,77,7358,0,,,
222,Norte,RO,,11,,,,2022-10-04,40,1777225.0,456921,79,7358,0,,,
223,Norte,RO,,11,,,,2022-10-05,40,1777225.0,456938,17,7358,0,,,
224,Norte,RO,,11,,,,2022-10-06,40,1777225.0,456961,23,7360,2,,,
225,Norte,RO,,11,,,,2022-10-07,40,1777225.0,456993,32,7360,0,,,
226,Norte,RO,,11,,,,2022-10-08,40,1777225.0,457025,32,7360,0,,,
227,Norte,RO,,11,,,,2022-10-09,41,1777225.0,457025,0,7360,0,,,
228,Norte,RO,,11,,,,2022-10-10,41,1777225.0,457046,21,7360,0,,,
229,Norte,RO,,11,,,,2022-10-11,41,1777225.0,457118,72,7361,1,,,
230,Norte,RO,,11,,,,2022-10-12,41,1777225.0,457136,18,7361,0,,,
231,Norte,RO,,11,,,,2022-10-13,41,1777225.0,457154,18,7361,0,,,
232,Norte,RO,,11,,,,2022-10-14,41,1777225.0,457231,77,7361,0,,,
233,Norte,RO,,11,,,,2022-10-15,41,1777225.0,457245,14,7361,0,,,
234,Norte,RO,,11,,,,2022-10-16,42,1777225.0,457245,0,7361,0,,,
235,Norte,RO,,11,,,,2022-10-17,42,1777225.0,457251,6,7361,0,,,
236,Norte,RO,,11,,,,2022-10-18,42,1777225.0,457297,46,7361,0,,,
237,Norte,RO,,11,,,,2022-10-19,42,1777225.0,457313,16,7361,0,,,
238,Norte,RO,,11,,,,2022-10-20,42,1777225.0,457328,15,7361,0,,,
239,Norte,RO,,11,,,,2022-10-21,42,1777225.0,457364,36,7361,0,,,
240,Norte,RO,,11,,,,2022-10-22,42,1777225.0,457532,168,7361,0,,,
241,Norte,RO,,11,,,,2022-10-23,43,1777225.0,457532,0,7361,0,,,
242,Norte,RO,,11,,,,2022-10-24,43,1777225.0,457536,4,7361,0,,,
243,Norte,RO,,11,,,,2022-10-25,43,1777225.0,457570,34,7361,0,,,
244,Norte,RO,,11,,,,2022-10-26,43,1777225.0,457615,45,7361,0,,,
245,Norte,RO,,11,,,,2022-10-27,43,1777225.0,457626,11,7361,0,,,
246,Norte,RO,,11,,,,2022-10-28,43,1777225.0,457642,16,7361,0,,,
247,Norte,RO,,11,,,,2022-10-29,43,1777225.0,457643,1,7361,0,,,
248,Norte,RO,,11,,,,2022-10-30,44,1777225.0,457643,0,7361,0,,,
249,Norte,RO,,11,,,,2022-10-31,44,1777225.0,457655,12,7361,0,,,
250,Norte,RO,,11,,,,2022-11-01,44,1777225.0,457668,13,7361,0,,,
251,Norte,RO,,11,,,,2022-11-02,44,1777225.0,457681,13,7361,0,,,
252,Norte,RO,,11,,,,2022-11-03,44,1777225.0,457683,2,7361,0,,,
253,Norte,RO,,11,,,,2022-11-04,44,1777225.0,457688,5,7361,0,,,
254,Norte,AC,,12,,,,2022-07-01,26,881935.0,126495,300,2004,0,,,
255,Norte,AC,,12,,,,2022-07-02,26,881935.0,126904,409,2004,0,,,
256,Norte,AC,,12,,,,2022-07-03,27,881935.0,127066,162,2004,0,,,
257,Norte,AC,,12,,,,2022-07-04,27,881935.0,127175,109,2005,1,,,
258,Norte,AC,,12,,,,2022-07-05,27,881935.0,127705,530,2005,0,,,
259,Norte,AC,,12,,,,2022-07-06,27,881935.0,128166,461,2005,0,,,
260,Norte,AC,,12,,,,2022-07-07,27,881935.0,128727,561,2005,0,,,
261,Norte,AC,,12,,,,2022-07-08,27,881935.0,129755,1028,2005,0,,,
262,Norte,AC,,12,,,,2022-07-09,27,881935.0,129904,149,2006,1,,,
263,Norte,AC,,12,,,,2022-07-10,28,881935.0,130127,223,2007,1,,,
264,Norte,AC,,12,,,,2022-07-11,28,881935.0,130395,268,2007,0,,,
265,Norte,AC,,12,,,,2022-07-12,28,881935.0,131269,874,2007,0,,,
266,Norte,AC,,12,,,,2022-07-13,28,881935.0,132179,910,2008,1,,,
267,Norte,AC,,12,,,,2022-07-14,28,881935.0,132908,729,2008,0,,,
268,Norte,AC,,12,,,,2022-07-15,28,881935.0,133888,980,2009,1,,,
269,Norte,AC,,12,,,,2022-07-16,28,881935.0,134866,978,2009,0,,,
270,Norte,AC,,12,,,,2022-07-17,29,881935.0,134866,0,2009,0,,,
271,Norte,AC,,12,,,,2022-07-18,29,881935.0,135390,524,2009,0,,,
272,Norte,AC,,12,,,,2022-07-19,29,881935.0,136628,1238,2009,0,,,
273,Norte,AC,,12,,,,2022-07-20,29,881935.0,137490,862,2010,1,,,
274,Norte,AC,,12,,,,2022-07-21,29,881935.0,138275,785,2010,0,,,
275,Norte,AC,,12,,,,2022-07-22,29,881935.0,139173,898,2010,0,,,
276,Norte,AC,,12,,,,2022-07-23,29,881935.0,139173,0,2010,0,,,
277,Norte,AC,,12,,,,2022-07-24,30,881935.0,140043,870,2010,0,,,
278,Norte,AC,,12,,,,2022-07-25,30,881935.0,140424,381,2010,0,,,
279,Norte,AC,,12,,,,2022-07-26,30,881935.0,141151,727,2010,0,,,
280,Norte,AC,,12,,,,2022-07-27,30,881935.0,141924,773,2017,7,,,
281,Norte,AC,,12,,,,2022-07-28,30,881935.0,142751,827,2018,1,,,
282,Norte,AC,,12,,,,2022-07-29,30,881935.0,143181,430,2018,0,,,
283,Norte,AC,,12,,,,2022-07-30,30,881935.0,143181,0,2018,0,,,
284,Norte,AC,,12,,,,2022-07-31,31,881935.0,143185,4,2018,0,,,
285,Norte,AC,,12,,,,2022-08-01,31,881935.0,144169,984,2018,0,,,
286,Norte,AC,,12,,,,2022-08-02,31,881935.0,144730,561,2018,0,,,
287,Norte,AC,,12,,,,2022-08-03,31,881935.0,144730,0,2018,0,,,
288,Norte,AC,,12,,,,2022-08-04,31,881935.0,145474,744,2019,1,,,
289,Norte,AC,,12,,,,2022-08-05,31,881935.0,145486,12,2021,2,,,
290,Norte,AC,,12,,,,2022-08-06,31,881935.0,145487,1,2021,0,,,
291,Norte,AC,,12,,,,2022-08-07,32,881935.0,145488,1,2021,0,,,
292,Norte,AC,,12,,,,2022-08-08,32,881935.0,146233,745,2021,0,,,
293,Norte,AC,,12,,,,2022-08-09,32,881935.0,146570,337,2021,0,,,
294,Norte,AC,,12,,,,2022-08-10,32,881935.0,146883,313,2022,1,,,
295,Norte,AC,,12,,,,2022-08-11,32,881935.0,147159,276,2023,1,,,
296,Norte,AC,,12,,,,2022-08-12,32,881935.0,147414,255,2025,2,,,
297,Norte,AC,,12,,,,2022-08-13,32,881935.0,147512,98,2025,0,,,
298,Norte,AC,,12,,,,2022-08-14,33,881935.0,147513,1,2025,0,,,
299,Norte,AC,,12,,,,2022-08-15,33,881935.0,147514,1,2025,0,,,
300,Norte,AC,,12,,,,2022-08-16,33,881935.0,147785,271,2025,0,,,
301,Norte,AC,,12,,,,2022-08-17,33,881935.0,147922,137,2025,0,,,
302,Norte,AC,,12,,,,2022-08-18,33,881935.0,147922,0,2027,2,,,
303,Norte,AC,,12,,,,2022-08-19,33,881935.0,148265,343,2027,0,,,
304,Norte,AC,,12,,,,2022-08-20,33,881935.0,148270,5,2027,0,,,
305,Norte,AC,,12,,,,2022-08-21,34,881935.0,148425,155,2027,0,,,
306,Norte,AC,,12,,,,2022-08-22,34,881935.0,148451,26,2027,0,,,
307,Norte,AC,,12,,,,2022-08-23,34,881935.0,148591,140,2027,0,,,
308,Norte,AC,,12,,,,2022-08-24,34,881935.0,148668,77,2027,0,,,
309,Norte,AC,,12,,,,2022-08-25,34,881935.0,148768,100,2027,0,,,
310,Norte,AC,,12,,,,2022-08-26,34,881935.0,148857,89,2027,0,,,
311,Norte,AC,,12,,,,2022-08-27,34,881935.0,148897,40,2027,0,,,
312,Norte,AC,,12,,,,2022-08-28,35,881935.0,148898,1,2027,0,,,
313,Norte,AC,,12,,,,2022-08-29,35,881935.0,148913,15,2027,0,,,
314,Norte,AC,,12,,,,2022-08-30,35,881935.0,149001,88,2027,0,,,
315,Norte,AC,,12,,,,2022-08-31,35,881935.0,149049,48,2027,0,,,
316,Norte,AC,,12,,,,2022-09-01,35,881935.0,149129,80,2027,0,,,
317,Norte,AC,,12,,,,2022-09-02,35,881935.0,149201,72,2027,0,,,
318,Norte,AC,,12,,,,2022-09-03,35,881935.0,149224,23,2027,0,,,
319,Norte,AC,,12,,,,2022-09-04,36,881935.0,149228,4,2027,0,,,
320,Norte,AC,,12,,,,2022-09-05,36,881935.0,149228,0,2027,0,,,
321,Norte,AC,,12,,,,2022-09-06,36,881935.0,149239,11,2027,0,,,
322,Norte,AC,,12,,,,2022-09-07,36,881935.0,149273,34,2027,0,,,
323,Norte,AC,,12,,,,2022-09-08,36,881935.0,149296,23,2027,0,,,
324,Norte,AC,,12,,,,2022-09-09,36,881935.0,149378,82,2027,0,,,
325,Norte,AC,,12,,,,2022-09-10,36,881935.0,149410,32,2027,0,,,
326,Norte,AC,,12,,,,2022-09-11,37,881935.0,149410,0,2027,0,,,
327,Norte,AC,,12,,,,2022-09-12,37,881935.0,149412,2,2027,0,,,
328,Norte,AC,,12,,,,2022-09-13,37,881935.0,149453,41,2027,0,,,
329,Norte,AC,,12,,,,2022-09-14,37,881935.0,149493,40,2027,0,,,
330,Norte,AC,,12,,,,2022-09-15,37,881935.0,149529,36,2029,2,,,
331,Norte,AC,,12,,,,2022-09-16,37,881935.0,149557,28,2029,0,,,
332,Norte,AC,,12,,,,2022-09-17,37,881935.0,149569,12,2029,0,,,
333,Norte,AC,,12,,,,2022-09-18,38,881935.0,149570,1,2029,0,,,
334,Norte,AC,,12,,,,2022-09-19,38,881935.0,149573,3,2029,0,,,
335,Norte,AC,,12,,,,2022-09-20,38,881935.0,149613,40,2029,0,,,
336,Norte,AC,,12,,,,2022-09-21,38,881935.0,149627,14,2029,0,,,
337,Norte,AC,,12,,,,2022-09-22,38,881935.0,149656,29,2029,0,,,
338,Norte,AC,,12,,,,2022-09-23,38,881935.0,149667,11,2029,0,,,
339,Norte,AC,,12,,,,2022-09-24,38,881935.0,149668,1,2029,0,,,
340,Norte,AC,,12,,,,2022-09-25,39,881935.0,149668,0,2029,0,,,
341,Norte,AC,,12,,,,2022-09-26,39,881935.0,149668,0,2029,0,,,
342,Norte,AC,,12,,,,2022-09-27,39,881935.0,149691,23,2029,0,,,
343,Norte,AC,,12,,,,2022-09-28,39,881935.0,149702,11,2029,0,,,
344,Norte,AC,,12,,,,2022-09-29,39,881935.0,149713,11,2029,0,,,
345,Norte,AC,,12,,,,2022-09-30,39,881935.0,149723,10,2029,0,,,
346,Norte,AC,,12,,,,2022-10-01,39,881935.0,149730,7,2029,0,,,
347,Norte,AC,,12,,,,2022-10-02,40,881935.0,149730,0,2029,0,,,
348,Norte,AC,,12,,,,2022-10-03,40,881935.0,149730,0,2029,0,,,
349,Norte,AC,,12,,,,2022-10-04,40,881935.0,149736,6,2029,0,,,
350,Norte,AC,,12,,,,2022-10-05,40,881935.0,149744,8,2029,0,,,
351,Norte,AC,,12,,,,2022-10-06,40,881935.0,149749,5,2029,0,,,
352,Norte,AC,,12,,,,2022-10-07,40,881935.0,149756,7,2029,0,,,
353,Norte,AC,,12,,,,2022-10-08,40,881935.0,149756,0,2029,0,,,
354,Norte,AC,,12,,,,2022-10-09,41,881935.0,149756,0,2029,0,,,
355,Norte,AC,,12,,,,2022-10-10,41,881935.0,149756,0,2029,0,,,
356,Norte,AC,,12,,,,2022-10-11,41,881935.0,149756,0,2029,0,,,
357,Norte,AC,,12,,,,2022-10-12,41,881935.0,149756,0,2029,0,,,
358,Norte,AC,,12,,,,2022-10-13,41,881935.0,149756,0,2029,0,,,
359,Norte,AC,,12,,,,2022-10-14,41,881935.0,149756,0,2029,0,,,
360,Norte,AC,,12,,,,2022-10-15,41,881935.0,149756,0,2029,0,,,
361,Norte,AC,,12,,,,2022-10-16,42,881935.0,149756,0,2029,0,,,
362,Norte,AC,,12,,,,2022-10-17,42,881935.0,149756,0,2029,0,,,
363,Norte,AC,,12,,,,2022-10-18,42,881935.0,149756,0,2029,0,,,
364,Norte,AC,,12,,,,2022-10-19,42,881935.0,149756,0,2029,0,,,
365,Norte,AC,,12,,,,2022-10-20,42,881935.0,149756,0,2029,0,,,
366,Norte,AC,,12,,,,2022-10-21,42,881935.0,149756,0,2029,0,,,
367,Norte,AC,,12,,,,2022-10-22,42,881935.0,149756,0,2029,0,,,
368,Norte,AC,,12,,,,2022-10-23,43,881935.0,149756,0,2029,0,,,
369,Norte,AC,,12,,,,2022-10-24,43,881935.0,149756,0,2029,0,,,
370,Norte,AC,,12,,,,2022-10-25,43,881935.0,149756,0,2029,0,,,
371,Norte,AC,,12,,,,2022-10-26,43,881935.0,149756,0,2029,0,,,
372,Norte,AC,,12,,,,2022-10-27,43,881935.0,149756,0,2029,0,,,
373,Norte,AC,,12,,,,2022-10-28,43,881935.0,149756,0,2029,0,,,
374,Norte,AC,,12,,,,2022-10-29,43,881935.0,149756,0,2029,0,,,
375,Norte,AC,,12,,,,2022-10-30,44,881935.0,149756,0,2029,0,,,
376,Norte,AC,,12,,,,2022-10-31,44,881935.0,149854,98,2029,0,,,
377,Norte,AC,,12,,,,2022-11-01,44,881935.0,149871,17,2029,0,,,
378,Norte,AC,,12,,,,2022-11-02,44,881935.0,149883,12,2029,0,,,
379,Norte,AC,,12,,,,2022-11-03,44,881935.0,149883,0,2029,0,,,
380,Norte,AC,,12,,,,2022-11-04,44,881935.0,149885,2,2029,0,,,
381,Norte,AM,,13,,,,2022-07-01,26,4144597.0,585548,445,14178,0,,,
382,Norte,AM,,13,,,,2022-07-02,26,4144597.0,586051,503,14178,0,,,
383,Norte,AM,,13,,,,2022-07-03,27,4144597.0,586360,309,14178,0,,,
384,Norte,AM,,13,,,,2022-07-04,27,4144597.0,586475,115,14178,0,,,
385,Norte,AM,,13,,,,2022-07-05,27,4144597.0,587311,836,14179,1,,,
386,Norte,AM,,13,,,,2022-07-06,27,4144597.0,588047,736,14179,0,,,
387,Norte,AM,,13,,,,2022-07-07,27,4144597.0,588939,892,14180,1,,,
388,Norte,AM,,13,,,,2022-07-08,27,4144597.0,589688,749,14182,2,,,
389,Norte,AM,,13,,,,2022-07-09,27,4144597.0,590322,634,14183,1,,,
390,Norte,AM,,13,,,,2022-07-10,28,4144597.0,590641,319,14183,0,,,
391,Norte,AM,,13,,,,2022-07-11,28,4144597.0,590947,306,14187,4,,,
392,Norte,AM,,13,,,,2022-07-12,28,4144597.0,591893,946,14188,1,,,
393,Norte,AM,,13,,,,2022-07-13,28,4144597.0,592906,1013,14191,3,,,
394,Norte,AM,,13,,,,2022-07-14,28,4144597.0,594134,1228,14191,0,,,
395,Norte,AM,,13,,,,2022-07-15,28,4144597.0,595152,1018,14194,3,,,
396,Norte,AM,,13,,,,2022-07-16,28,4144597.0,596049,897,14195,1,,,
397,Norte,AM,,13,,,,2022-07-17,29,4144597.0,596365,316,14196,1,,,
398,Norte,AM,,13,,,,2022-07-18,29,4144597.0,596644,279,14199,3,,,
399,Norte,AM,,13,,,,2022-07-19,29,4144597.0,597920,1276,14199,0,,,
400,Norte,AM,,13,,,,2022-07-20,29,4144597.0,598967,1047,14202,3,,,
401,Norte,AM,,13,,,,2022-07-21,29,4144597.0,600048,1081,14205,3,,,
402,Norte,AM,,13,,,,2022-07-22,29,4144597.0,601034,986,14206,1,,,
403,Norte,AM,,13,,,,2022-07-23,29,4144597.0,601757,723,14209,3,,,
404,Norte,AM,,13,,,,2022-07-24,30,4144597.0,601964,207,14209,0,,,
405,Norte,AM,,13,,,,2022-07-25,30,4144597.0,602283,319,14212,3,,,
406,Norte,AM,,13,,,,2022-07-26,30,4144597.0,603079,796,14215,3,,,
407,Norte,AM,,13,,,,2022-07-27,30,4144597.0,603716,637,14217,2,,,
408,Norte,AM,,13,,,,2022-07-28,30,4144597.0,604468,752,14220,3,,,
409,Norte,AM,,13,,,,2022-07-29,30,4144597.0,605151,683,14223,3,,,
410,Norte,AM,,13,,,,2022-07-30,30,4144597.0,605585,434,14224,1,,,
411,Norte,AM,,13,,,,2022-07-31,31,4144597.0,605746,161,14224,0,,,
412,Norte,AM,,13,,,,2022-08-01,31,4144597.0,605931,185,14227,3,,,
413,Norte,AM,,13,,,,2022-08-02,31,4144597.0,606421,490,14229,2,,,
414,Norte,AM,,13,,,,2022-08-03,31,4144597.0,606918,497,14232,3,,,
415,Norte,AM,,13,,,,2022-08-04,31,4144597.0,607444,526,14233,1,,,
416,Norte,AM,,13,,,,2022-08-05,31,4144597.0,608010,566,14236,3,,,
417,Norte,AM,,13,,,,2022-08-06,31,4144597.0,608353,343,14237,1,,,
418,Norte,AM,,13,,,,2022-08-07,32,4144597.0,608591,238,14237,0,,,
419,Norte,AM,,13,,,,2022-08-08,32,4144597.0,608757,166,14239,2,,,
420,Norte,AM,,13,,,,2022-08-09,32,4144597.0,609241,484,14239,0,,,
421,Norte,AM,,13,,,,2022-08-10,32,4144597.0,609591,350,14242,3,,,
422,Norte,AM,,13,,,,2022-08-11,32,4144597.0,610064,473,14242,0,,,
423,Norte,AM,,13,,,,2022-08-12,32,4144597.0,610408,344,14246,4,,,
424,Norte,AM,,13,,,,2022-08-13,32,4144597.0,610727,319,14249,3,,,
425,Norte,AM,,13,,,,2022-08-14,33,4144597.0,610810,83,14249,0,,,
426,Norte,AM,,13,,,,2022-08-15,33,4144597.0,610960,150,14252,3,,,
427,Norte,AM,,13,,,,2022-08-16,33,4144597.0,611225,265,14255,3,,,
428,Norte,AM,,13,,,,2022-08-17,33,4144597.0,611535,310,14257,2,,,
429,Norte,AM,,13,,,,2022-08-18,33,4144597.0,611897,362,14260,3,,,
430,Norte,AM,,13,,,,2022-08-19,33,4144597.0,612098,201,14263,3,,,
431,Norte,AM,,13,,,,2022-08-20,33,4144597.0,612283,185,14263,0,,,
432,Norte,AM,,13,,,,2022-08-21,34,4144597.0,612423,140,14263,0,,,
433,Norte,AM,,13,,,,2022-08-22,34,4144597.0,612531,108,14265,2,,,
434,Norte,AM,,13,,,,2022-08-23,34,4144597.0,612691,160,14268,3,,,
435,Norte,AM,,13,,,,2022-08-24,34,4144597.0,612825,134,14272,4,,,
436,Norte,AM,,13,,,,2022-08-25,34,4144597.0,612975,150,14272,0,,,
437,Norte,AM,,13,,,,2022-08-26,34,4144597.0,613104,129,14276,4,,,
438,Norte,AM,,13,,,,2022-08-27,34,4144597.0,613147,43,14276,0,,,
439,Norte,AM,,13,,,,2022-08-28,35,4144597.0,613249,102,14276,0,,,
440,Norte,AM,,13,,,,2022-08-29,35,4144597.0,613390,141,14279,3,,,
441,Norte,AM,,13,,,,2022-08-30,35,4144597.0,613556,166,14283,4,,,
442,Norte,AM,,13,,,,2022-08-31,35,4144597.0,613705,149,14283,0,,,
443,Norte,AM,,13,,,,2022-09-01,35,4144597.0,613850,145,14287,4,,,
444,Norte,AM,,13,,,,2022-09-02,35,4144597.0,613967,117,14291,4,,,
445,Norte,AM,,13,,,,2022-09-03,35,4144597.0,614087,120,14291,0,,,
446,Norte,AM,,13,,,,2022-09-04,36,4144597.0,614193,106,14291,0,,,
447,Norte,AM,,13,,,,2022-09-05,36,4144597.0,614314,121,14293,2,,,
448,Norte,AM,,13,,,,2022-09-06,36,4144597.0,614425,111,14296,3,,,
449,Norte,AM,,13,,,,2022-09-07,36,4144597.0,614531,106,14298,2,,,
450,Norte,AM,,13,,,,2022-09-08,36,4144597.0,614636,105,14302,4,,,
451,Norte,AM,,13,,,,2022-09-09,36,4144597.0,614752,116,14304,2,,,
